,account_name,channel,like,love,wow,haha,sad,angry,comment,share,engagement,favorite,retweet,share_on_facebook,dislike
3245,คุณแม่เลอค่า,youtube,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,0.0,0.0,72.0,17.0
3037,กระเพาะเดินทาง tummytravel,instagram,401.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,412,0.0,0.0,0.0,0.0
3026,yokykrittin,instagram,398.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,412,0.0,0.0,0.0,0.0
428,Chill Journey :: เที่ยวอย่างชิว,instagram,406.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,409,0.0,0.0,0.0,0.0
152,Art of MANA DKK,facebook,274.0,65.0,0.0,0.0,0.0,0.0,0.0,63.0,402,0.0,0.0,0.0,0.0
3590,ผู้ประกอบการรุ่นใหม่ใส่ใจบัญชีและภาษี,youtube,183.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,401,0.0,0.0,197.0,2.0
1684,PHAR,facebook,303.0,69.0,2.0,0.0,1.0,0.0,0.0,23.0,398,0.0,0.0,0.0,0.0
2743,lolaytoon,instagram,397.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,398,0.0,0.0,0.0,0.0
3421,ท่องเที่ยวสะดุดตา Sadoodta,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394,275.0,119.0,0.0,0.0
816,Freeman Rider,youtube,221.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,390,0.0,0.0,149.0,2.0
2360,WealthMagik - ลงทุนง่ายๆ แค่ปลายนิ้ว,instagram,383.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,384,0.0,0.0,0.0,0.0
1928,SPEED RIDER,facebook,352.0,7.0,4.0,0.0,0.0,0.0,5.0,15.0,383,0.0,0.0,0.0,0.0
2545,dalyn.diet,youtube,302.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,382,0.0,0.0,17.0,2.0
3346,ตังเม Bucciime,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381,211.0,170.0,0.0,0.0
1434,Miew8,facebook,290.0,70.0,0.0,4.0,1.0,0.0,1.0,12.0,378,0.0,0.0,0.0,0.0
2915,reviewchiangmai,youtube,297.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,372,0.0,0.0,36.0,6.0
4083,อาตี๋ รีวิว,instagram,367.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,371,0.0,0.0,0.0,0.0
2250,ThinkofLiving.Com,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,147.0,221.0,0.0,0.0
872,Ginyuudai - กินอยู่ได้,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,152.0,216.0,0.0,0.0
4034,อยากเที่ยวก็เที่ยว,instagram,363.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,365,0.0,0.0,0.0,0.0
2600,ger.c_world,instagram,362.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,364,0.0,0.0,0.0,0.0
3654,พ่อมหาจำเริญเชิญเทรด,facebook,294.0,3.0,2.0,2.0,5.0,0.0,12.0,45.0,363,0.0,0.0,0.0,0.0
2818,notebookspec,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,220.0,143.0,0.0,0.0
3073,กินกับนอน by PPowder,instagram,360.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,362,0.0,0.0,0.0,0.0
2183,ThaiDphoto,youtube,209.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,354,0.0,0.0,129.0,2.0
2364,Wealthy Thai,youtube,275.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,353,0.0,0.0,57.0,7.0
3480,นิ้วกลมอ่าน,facebook,271.0,28.0,0.0,0.0,0.0,0.0,14.0,39.0,352,0.0,0.0,0.0,0.0
1421,MheeGamer,facebook,246.0,18.0,3.0,39.0,4.0,0.0,37.0,3.0,350,0.0,0.0,0.0,0.0
1954,Sasi Tee,facebook,176.0,86.0,0.0,0.0,0.0,0.0,3.0,84.0,349,0.0,0.0,0.0,0.0
467,Cook With Kui,youtube,292.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,348,0.0,0.0,11.0,11.0
4457,โลกในนิทรรศการ - World in Exhibits,facebook,205.0,13.0,5.0,0.0,6.0,2.0,2.0,109.0,342,0.0,0.0,0.0,0.0
2622,happiepie,instagram,328.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,341,0.0,0.0,0.0,0.0
142,Arifah KH,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,136.0,203.0,0.0,0.0
1365,Makalius TH,youtube,267.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,334,0.0,0.0,50.0,9.0
2591,foofluffy,facebook,199.0,69.0,5.0,5.0,0.0,0.0,32.0,23.0,333,0.0,0.0,0.0,0.0
2207,The Charapaabs,facebook,176.0,35.0,2.0,0.0,0.0,0.0,3.0,116.0,332,0.0,0.0,0.0,0.0
2644,iReview.in.th,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,91.0,241.0,0.0,0.0
3429,ธิชา วงศ์ทิพย์กานนท์,youtube,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,0.0,0.0,21.0,0.0
1746,Parents One,youtube,290.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,330,0.0,0.0,24.0,5.0
975,"HoonCenter - ""หุ้นเซ็นเตอร์"" ความรู้คู่การลงทุน",facebook,252.0,3.0,10.0,6.0,2.0,0.0,7.0,50.0,330,0.0,0.0,0.0,0.0
4042,อร่อยง่าย by พี่สาว,instagram,307.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,326,0.0,0.0,0.0,0.0
1853,RK Thai Kitchen & Beyond,youtube,268.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,324,0.0,0.0,8.0,12.0
1925,SCiamese Ket,facebook,191.0,9.0,9.0,1.0,6.0,0.0,4.0,103.0,323,0.0,0.0,0.0,0.0
3995,หมูปิ้ง หมาหัวหงอก,youtube,283.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,320,0.0,0.0,7.0,3.0
1251,Let's Eat Thailand กิน/เที่ยว/ที่เดียวครบ,instagram,299.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,318,0.0,0.0,0.0,0.0
3533,บันทึกนึกขึ้นได้,youtube,72.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,317,0.0,0.0,238.0,0.0
2194,Thailand Scooter,facebook,300.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,317,0.0,0.0,0.0,0.0
1874,ReviewPapai - รีวิวพาไป,instagram,311.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,314,0.0,0.0,0.0,0.0
2346,Wannita Kumnui,facebook,185.0,30.0,8.0,1.0,0.0,0.0,57.0,32.0,313,0.0,0.0,0.0,0.0
2536,chorkung,instagram,308.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,312,0.0,0.0,0.0,0.0
355,Boysick Channel,facebook,242.0,11.0,0.0,34.0,1.0,0.0,13.0,10.0,311,0.0,0.0,0.0,0.0
968,History in Brief - ประวัติศาสตร์โลกฉบับย่อ,facebook,238.0,4.0,1.0,2.0,0.0,0.0,6.0,59.0,310,0.0,0.0,0.0,0.0
3825,วางแผนการเงินกับภูเขา Poohkao Financial Club,youtube,141.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,308,0.0,0.0,149.0,5.0
1800,Poh Trader's Way โลกในมุมมองของนักเก็งกำไร,youtube,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,0.0,0.0,72.0,2.0
342,Bossense,instagram,304.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,305,0.0,0.0,0.0,0.0
1819,Porschary,youtube,224.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,304,0.0,0.0,40.0,1.0
3052,กานดา สายทุ้ม,youtube,166.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,304,0.0,0.0,78.0,4.0
4036,อยากเป็นนักวางแผนการเงิน,instagram,301.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,303,0.0,0.0,0.0,0.0
2773,mini.note,facebook,234.0,21.0,1.0,0.0,0.0,0.0,3.0,43.0,302,0.0,0.0,0.0,0.0
184,Ayla's day off,youtube,188.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,300,0.0,0.0,93.0,4.0
1295,Lullafoods,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,140.0,158.0,0.0,0.0
4304,เลิกโง่,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,134.0,160.0,0.0,0.0
815,Freeman Rider,instagram,290.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,291,0.0,0.0,0.0,0.0
230,BankRacingNK,facebook,201.0,11.0,9.0,21.0,0.0,0.0,29.0,16.0,287,0.0,0.0,0.0,0.0
3676,มด ดวงกมล ถิระวัฒน์,youtube,97.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,286,0.0,0.0,183.0,3.0
3453,นักเลงโรงหนัง,instagram,281.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,284,0.0,0.0,0.0,0.0
1183,Kidsoncloud,facebook,192.0,15.0,0.0,5.0,0.0,2.0,13.0,56.0,283,0.0,0.0,0.0,0.0
3749,รีวิวหนังสือดีดีที่น่าอ่าน,facebook,184.0,3.0,1.0,0.0,0.0,0.0,1.0,91.0,280,0.0,0.0,0.0,0.0
2051,Stellar balcony,facebook,249.0,15.0,2.0,1.0,1.0,0.0,2.0,9.0,279,0.0,0.0,0.0,0.0
3078,กินตามโปร,instagram,272.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,277,0.0,0.0,0.0,0.0
2260,TomJoke Foodtv,instagram,274.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,275,0.0,0.0,0.0,0.0
2324,Vivienne Wonder,youtube,87.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,272,0.0,0.0,95.0,5.0
3325,ซั่มหุ้น,youtube,244.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,272,0.0,0.0,10.0,1.0
1919,SANDY DIARY,facebook,224.0,27.0,0.0,0.0,0.0,0.0,2.0,19.0,272,0.0,0.0,0.0,0.0
1044,Jack Russell Terrier คนรักแจ็คและเพื่อนหมาๆๆ,youtube,255.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,271,0.0,0.0,3.0,2.0
1598,Ngingi illustration,facebook,232.0,19.0,0.0,1.0,0.0,0.0,10.0,8.0,270,0.0,0.0,0.0,0.0
593,Duet Diary ตามรอยเที่ยว,youtube,211.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,268,0.0,0.0,19.0,1.0
1058,Japaikin จะไปกิน,instagram,252.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,267,0.0,0.0,0.0,0.0
2554,dmt_tv,youtube,247.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,267,0.0,0.0,1.0,8.0
2938,skykikijung,youtube,244.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,266,0.0,0.0,2.0,6.0
1107,Judie TV,youtube,191.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,264,0.0,0.0,14.0,57.0
3249,คุยกับหมอภูมิแพ้เด็ก by Dr.Mai,youtube,217.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,263,0.0,0.0,5.0,4.0
3,10000Li of Life,facebook,215.0,1.0,16.0,3.0,0.0,0.0,4.0,22.0,261,0.0,0.0,0.0,0.0
2159,Techhub,instagram,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,0.0,0.0,0.0,0.0
691,Excel for everyone,facebook,173.0,0.0,0.0,0.0,0.0,0.0,6.0,80.0,259,0.0,0.0,0.0,0.0
2393,WopLastNighTV,instagram,250.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,258,0.0,0.0,0.0,0.0
4443,โบโบ กวนจีน 波波真幸福,instagram,255.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,257,0.0,0.0,0.0,0.0
820,Freeware.in.th,youtube,204.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,257,0.0,0.0,39.0,2.0
1322,MR.Kyoro Danger,facebook,57.0,6.0,1.0,21.0,0.0,0.0,120.0,46.0,251,0.0,0.0,0.0,0.0
285,Beyond esports,youtube,183.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,251,0.0,0.0,27.0,6.0
3124,ก๊อบแก๊บรีวิว,instagram,248.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,251,0.0,0.0,0.0,0.0
1371,Mao-Investor,youtube,181.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,249,0.0,0.0,60.0,0.0
2862,peachhypeach,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,112.0,133.0,0.0,0.0
2231,The Walking Backpack,youtube,184.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,240,0.0,0.0,11.0,7.0
402,Carissa Springett,facebook,207.0,24.0,2.0,0.0,0.0,0.0,6.0,1.0,240,0.0,0.0,0.0,0.0
2256,Tip for DIY by WS,facebook,176.0,5.0,2.0,0.0,0.0,0.0,25.0,31.0,239,0.0,0.0,0.0,0.0
473,Cooking station,facebook,174.0,6.0,2.0,0.0,0.0,0.0,11.0,46.0,239,0.0,0.0,0.0,0.0
2626,high on dream,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238,156.0,82.0,0.0,0.0
111,Almost Zero Waste,facebook,166.0,18.0,2.0,0.0,1.0,0.0,12.0,37.0,236,0.0,0.0,0.0,0.0
4200,เที่ยวทั้งบ้าน,instagram,230.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,235,0.0,0.0,0.0,0.0
3931,สู้กับศัพท์,facebook,113.0,4.0,3.0,1.0,0.0,0.0,3.0,111.0,235,0.0,0.0,0.0,0.0
1284,LoveSyrup,facebook,192.0,14.0,2.0,0.0,0.0,0.0,7.0,17.0,232,0.0,0.0,0.0,0.0
4544,ไอ้ปรื้ด เล่นหุ้น,facebook,156.0,1.0,2.0,0.0,0.0,0.0,16.0,56.0,231,0.0,0.0,0.0,0.0
3540,บ่นบ่น,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,108.0,122.0,0.0,0.0
3169,ครบเครื่องเรื่องภูมิแพ้เด็กกับหมอเดียร์,youtube,46.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,229,0.0,0.0,165.0,0.0
1064,Jaytherabbit,youtube,162.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,226,0.0,0.0,45.0,0.0
4014,หาเรื่องกิน ฟินเรื่องเที่ยว by Hello2Day,youtube,184.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,225,0.0,0.0,20.0,14.0
2498,banana_blah_blah_,instagram,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,0.0,0.0,0.0,0.0
1606,Ninja And the Gang,youtube,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,0.0,0.0,23.0,1.0
1718,PaiNaiDii,instagram,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,0.0,0.0,0.0,0.0
2089,Superbike Society,facebook,203.0,9.0,1.0,0.0,0.0,0.0,0.0,8.0,221,0.0,0.0,0.0,0.0
583,Drive Expert Thailand,facebook,147.0,18.0,2.0,0.0,0.0,1.0,17.0,34.0,219,0.0,0.0,0.0,0.0
4096,อิป้าหามาเล่า - E'pa hamalao ล้วงลึกทุกการลงทุน หุ้น กองทุนรวม,instagram,218.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,219,0.0,0.0,0.0,0.0
2154,TechHangout,instagram,207.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,211,0.0,0.0,0.0,0.0
3335,ด.ช.หน้าหมา,facebook,158.0,9.0,0.0,21.0,0.0,0.0,8.0,13.0,209,0.0,0.0,0.0,0.0
2829,odiniapp,instagram,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,0.0,0.0,0.0,0.0
2327,W7folk Biker,facebook,121.0,23.0,5.0,0.0,0.0,0.0,0.0,59.0,208,0.0,0.0,0.0,0.0
2624,her_pai,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,99.0,108.0,0.0,0.0
658,EndlessChannel TH,facebook,161.0,14.0,4.0,0.0,1.0,0.0,8.0,19.0,207,0.0,0.0,0.0,0.0
1735,Palapilii Thailand,youtube,104.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,203,0.0,0.0,73.0,3.0
3477,นินจา การตลาด,youtube,150.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,203,0.0,0.0,30.0,7.0
2748,love fitt,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,90.0,112.0,0.0,0.0
3479,นิ้วกลม,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201,134.0,67.0,0.0,0.0
3597,ผู้หญิงฟิตกล้ามหุ่นดี,facebook,164.0,18.0,1.0,2.0,0.0,0.0,5.0,11.0,201,0.0,0.0,0.0,0.0
1503,MotoNaked,youtube,162.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,200,0.0,0.0,12.0,5.0
1419,MeowCode - สอน python,youtube,164.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,199,0.0,0.0,30.0,1.0
3971,หมอเสาวภา เลี้ยงลูกเชิงบวก,youtube,154.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,197,0.0,0.0,23.0,3.0
32,4WD Society,facebook,100.0,0.0,7.0,0.0,2.0,0.0,14.0,74.0,197,0.0,0.0,0.0,0.0
2445,Zero Waste Given,facebook,135.0,9.0,3.0,0.0,18.0,1.0,3.0,28.0,197,0.0,0.0,0.0,0.0
3416,ทิฟวธู ธวัลรัตน์ พินิจารมณ์,youtube,62.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,197,0.0,0.0,48.0,3.0
2378,Windmillz,youtube,167.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,191,0.0,0.0,0.0,2.0
96,Airvikitsreth,youtube,157.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,191,0.0,0.0,16.0,7.0
2241,TheLovelyAir.com,youtube,130.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,190,0.0,0.0,41.0,12.0
206,BKreview - เรารีวิวทุกความอร่อย,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,91.0,99.0,0.0,0.0
588,Ducking Tiger,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,96.0,93.0,0.0,0.0
2823,nutdao,instagram,186.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,187,0.0,0.0,0.0,0.0
3754,รีวิวเบๆบ้านๆ,instagram,184.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,185,0.0,0.0,0.0,0.0
2715,katmatcha,facebook,94.0,13.0,0.0,0.0,0.0,0.0,16.0,62.0,185,0.0,0.0,0.0,0.0
2653,iceamore,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,80.0,104.0,0.0,0.0
2761,maxky_make_up,facebook,134.0,34.0,1.0,0.0,0.0,0.0,12.0,0.0,181,0.0,0.0,0.0,0.0
2081,Sunny Channel มือใหม่หัดทำกับข้าว,facebook,162.0,6.0,0.0,0.0,0.0,0.0,8.0,3.0,179,0.0,0.0,0.0,0.0
818,Freeware.in.th,instagram,176.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,178,0.0,0.0,0.0,0.0
3451,นักอ่าน พันล้านเรื่อง,facebook,126.0,9.0,3.0,1.0,3.0,0.0,8.0,27.0,177,0.0,0.0,0.0,0.0
4194,เที่ยวจนไม่มีจะแดก,youtube,130.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,177,0.0,0.0,28.0,0.0
4054,อสังหาสายมืด,facebook,114.0,1.0,3.0,1.0,0.0,0.0,15.0,36.0,170,0.0,0.0,0.0,0.0
171,Aumfooddiary,youtube,150.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,168,0.0,0.0,4.0,4.0
1595,Netty Vichyanond,youtube,142.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,165,0.0,0.0,2.0,2.0
1325,MR.ZEROZ KINGNER,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,110.0,54.0,0.0,0.0
2797,nattiw,youtube,127.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,162,0.0,0.0,26.0,5.0
2336,WWF,youtube,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0,117.0,0.0
1538,My Life By P'Da,facebook,114.0,9.0,0.0,0.0,0.0,0.0,4.0,34.0,161,0.0,0.0,0.0,0.0
1379,Marumura,youtube,108.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,160,0.0,0.0,46.0,0.0
1707,PPgallery,youtube,133.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,159,0.0,0.0,2.0,13.0
1574,NamFinance,instagram,158.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,159,0.0,0.0,0.0,0.0
4308,เลี้ยงลูกตามใจหมอ,youtube,144.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,158,0.0,0.0,11.0,1.0
1587,Neighbor,facebook,103.0,4.0,2.0,0.0,0.0,0.0,8.0,39.0,156,0.0,0.0,0.0,0.0
1743,Papeterie,facebook,118.0,9.0,1.0,0.0,0.0,0.0,3.0,25.0,156,0.0,0.0,0.0,0.0
4441,โบว์ วัลลภา จรุงพรสวัสดิ์,youtube,93.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,154,0.0,0.0,48.0,2.0
1665,Oppa Thuchy,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,140.0,14.0,0.0,0.0
3016,witsanook1,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,53.0,100.0,0.0,0.0
1396,Maycry999,facebook,116.0,17.0,0.0,1.0,0.0,0.0,15.0,3.0,152,0.0,0.0,0.0,0.0
1755,Pearie Lady Investor,facebook,127.0,6.0,0.0,0.0,0.0,0.0,5.0,14.0,152,0.0,0.0,0.0,0.0
2400,Xcrosz,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,108.0,42.0,0.0,0.0
4280,เรียกผมว่ามนุษย์เงินเดือน,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,90.0,60.0,0.0,0.0
4410,โก๋ Sniper Trade,youtube,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,0.0,0.0,7.0,5.0
1084,Jiranarong,facebook,139.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,147,0.0,0.0,0.0,0.0
2473,alostliketrip,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,77.0,69.0,0.0,0.0
505,Dailydelicious,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,111.0,35.0,0.0,0.0
982,Hymnnae,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,93.0,49.0,0.0,0.0
2967,techxcite,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,119.0,22.0,0.0,0.0
1940,Salary Investor,instagram,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,0.0,0.0,0.0,0.0
808,For a time ออกไปพัก,instagram,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,0.0,0.0,0.0,0.0
2470,ahiru.studio,instagram,131.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,138,0.0,0.0,0.0,0.0
466,Cook With Kui,instagram,132.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,135,0.0,0.0,0.0,0.0
2739,lilsunshinediary,youtube,66.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,133,0.0,0.0,54.0,0.0
229,Bangkok International Motor Show,youtube,57.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,132,0.0,0.0,63.0,6.0
781,FitFest,youtube,108.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,132,0.0,0.0,17.0,4.0
4260,เมย์ Me.Melissa,youtube,116.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,131,0.0,0.0,5.0,6.0
344,BottomLiner - บทสรุปการลงทุน,youtube,79.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,131,0.0,0.0,18.0,30.0
2949,sunnyseason,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,124.0,5.0,0.0,0.0
129,Answer by Yok - เลี้ยงลูกง่าย สร้างวินัยเชิงบวก PD,facebook,78.0,12.0,0.0,0.0,4.0,0.0,10.0,24.0,128,0.0,0.0,0.0,0.0
2737,lifestylehattaya70,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,82.0,46.0,0.0,0.0
4470,ใกล้หมอฟัน,youtube,102.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,127,0.0,0.0,23.0,0.0
2083,Sunyagolf,youtube,79.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,125,0.0,0.0,22.0,0.0
3746,รีวิวนิยาย ตามความพอใจ,facebook,74.0,24.0,2.0,0.0,0.0,0.0,11.0,14.0,125,0.0,0.0,0.0,0.0
933,Hang Review,instagram,122.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,123,0.0,0.0,0.0,0.0
1727,Pairyinwonderland,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,48.0,75.0,0.0,0.0
1303,MADUA,facebook,90.0,15.0,0.0,1.0,0.0,0.0,7.0,9.0,122,0.0,0.0,0.0,0.0
3296,ชะนีมีกล้าม,youtube,108.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,121,0.0,0.0,3.0,1.0
2804,niam_al,instagram,110.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,118,0.0,0.0,0.0,0.0
2966,techxcite,instagram,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,0.0,0.0,0.0,0.0
271,Bellybang,facebook,77.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,115,0.0,0.0,0.0,0.0
3273,จับตา,facebook,108.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,114,0.0,0.0,0.0,0.0
1052,Janenipa,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,37.0,77.0,0.0,0.0
2558,"eark, and etc.",facebook,84.0,6.0,1.0,0.0,0.0,0.0,2.0,18.0,111,0.0,0.0,0.0,0.0
1287,Lovecumentary,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,53.0,57.0,0.0,0.0
1178,Ki Art Yoga - online yoga & lifestyle studio,instagram,108.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,110,0.0,0.0,0.0,0.0
1957,Saturday School,instagram,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,0.0,0.0,0.0,0.0
2361,WealthMagik - ลงทุนง่ายๆ แค่ปลายนิ้ว,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,60.0,49.0,0.0,0.0
1053,Janenipa,youtube,83.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,107,0.0,0.0,18.0,4.0
3231,คุณนาย เข้าครัว,facebook,70.0,0.0,4.0,0.0,0.0,0.0,26.0,6.0,106,0.0,0.0,0.0,0.0
